"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"448","OK",20200424,3121,104,104,3121,104,43019,0,104,100,"Oklahoma",3751351,3956971,2.62827298961756,2.62827298961756,2.36833390273231,45.2005189972691,58.9264579806356,2020-04-24
"449","CO",20200424,11262,384,384,10208,NA,41062,1295,NA,NA,"Colorado",5029196,5758736,6.66812995073919,NA,6.41757893696514,25.5119641995512,25.4874725510477,2020-04-24
"450","AZ",20200424,6045,276,276,NA,276,54669,1741,2017,13.6836886465047,"Arizona",6392017,7278717,3.79187705745394,27.7109276263935,3.01858535940174,22.5392940620088,14.7038896093027,2020-04-24
"451","TX",20200424,22806,862,862,22806,862,219741,16607,17469,4.93445532085408,"Texas",25145561,28995881,2.97283603833248,60.24648811326,2.67772023008569,35.971118991497,8.36299231183945,2020-04-24
"452","UT",20200424,3782,170,170,3782,170,80915,3900,4070,4.17690417690418,"Utah",2763885,3205958,5.30262717103593,126.951132859507,4.35350146731269,128.893944159147,3.39095441130871,2020-04-24
"453","WY",20200424,349,23,23,332,7,7696,455,462,1.51515151515152,"Wyoming",563626,578759,3.97402027441474,79.8259724686787,1.30821785431044,57.1222218574571,3.4099013377795,2020-04-24
"454","NE",20200425,2421,297,297,NA,297,17552,1064,1361,21.8221895664952,"Nebraska",1826341,1934408,15.3535345180541,70.3574426904769,9.47502875741386,46.4963219459686,20.3984849721026,2020-04-25
"455","KS",20200425,3056,279,279,NA,279,22143,1332,1611,17.3184357541899,"Kansas",2853118,2913314,9.57672259152292,55.2978498026646,6.20795227899028,36.8897511807614,16.8107311420325,2020-04-25
"456","NM",20200425,2521,142,142,NA,142,48989,4805,4947,2.87042652112391,"New Mexico",2059179,2096829,6.7721306792304,235.927679367273,5.5185370726123,108.306399806565,11.0043110001549,2020-04-25
"457","OK",20200425,3193,72,72,3193,72,49891,6872,6944,1.036866359447,"Oklahoma",3751351,3956971,1.81957360819677,175.487765768311,2.24919515457657,63.3529318980893,58.2917007441832,2020-04-25
"458","CO",20200425,12256,994,994,10995,787,44533,3471,4258,18.4828558008455,"Colorado",5029196,5758736,17.2607322162363,73.9398367975194,7.96057626931624,33.5606054291544,24.3702504812946,2020-04-25
"459","TX",20200425,23773,967,967,23773,967,239043,19302,20269,4.77083230549114,"Texas",25145561,28995881,3.3349564374333,69.9030320892819,2.71614933366373,42.6548269291864,7.1498657574972,2020-04-25
"460","AZ",20200425,6280,235,235,NA,235,56228,1559,1794,13.0992196209588,"Arizona",6392017,7278717,3.22859097283216,24.6472008734506,3.06372675294286,22.4980780070365,14.9065723021039,2020-04-25
"461","UT",20200425,3948,166,166,3948,166,86258,5343,5509,3.0132510437466,"Utah",2763885,3205958,5.17785947289391,171.8363122661,4.53174103608701,134.847145756209,3.39007448955165,2020-04-25
"462","WY",20200425,349,0,0,349,17,7797,101,118,14.4067796610169,"Wyoming",563626,578759,0,20.3884518426495,1.08606765263508,57.91702591234,4.39652042787763,2020-04-25
"463","NE",20200426,2732,311,311,NA,311,18496,944,1255,24.7808764940239,"Nebraska",1826341,1934408,16.0772701519018,64.8777300342017,10.671408070509,49.1327874692708,21.5682633831165,2020-04-26
"464","KS",20200426,3174,118,118,NA,118,23053,910,1028,11.4785992217899,"Kansas",2853118,2913314,4.05037012831435,35.2862753551454,6.49726443101273,39.704415168234,16.5940175003373,2020-04-26
"465","NM",20200426,2660,139,139,NA,139,51075,2086,2225,6.24719101123596,"New Mexico",2059179,2096829,6.62905749586638,106.112610994983,5.87281352665654,116.522888336899,10.6770836961383,2020-04-26
"466","OK",20200426,3253,60,60,3253,60,49891,0,60,100,"Oklahoma",3751351,3956971,1.51631134016398,1.51631134016398,2.36111337254105,63.4648501160538,58.2917007441832,2020-04-26
"467","CO",20200426,12968,712,712,11533,538,46823,2290,2828,19.024045261669,"Colorado",5029196,5758736,12.3638242836622,49.1079986997147,8.7692854820919,37.9857663209427,22.5883971062508,2020-04-26
"468","AZ",20200426,6526,246,246,NA,246,58285,2057,2303,10.6817194963092,"Arizona",6392017,7278717,3.37971650773069,31.6401915337552,3.13438284718113,23.2007136108505,14.8901157777059,2020-04-26
"469","TX",20200426,24631,858,858,24631,858,251390,12347,13205,6.49753881105642,"Texas",25145561,28995881,2.95904097550959,45.5409511440608,2.81222209260885,45.9725395380911,6.61441249671494,2020-04-26
"470","UT",20200426,4123,175,175,4123,175,91579,5321,5496,3.18413391557496,"Utah",2763885,3205958,5.45858679371346,171.430817247138,4.69661263720325,143.246685434699,3.29899989878301,2020-04-26
"471","WY",20200426,362,13,13,362,13,7797,0,13,100,"Wyoming",563626,578759,2.24618537249529,2.24618537249529,1.30821785431044,32.1377291757018,24.2911185833454,2020-04-26
"472","KS",20200427,3328,154,154,NA,154,23839,786,940,16.3829787234043,"Kansas",2853118,2913314,5.28607626915602,32.2656603441991,6.58062555956158,41.2196262695042,15.832790326796,2020-04-27
"473","NE",20200427,3028,296,296,NA,296,19335,839,1135,26.079295154185,"Nebraska",1826341,1934408,15.3018391156364,58.6742817440788,11.4763793367273,49.354339193918,22.8762945589891,2020-04-27
"474","NM",20200427,2726,66,66,NA,66,53889,2814,2880,2.29166666666667,"New Mexico",2059179,2096829,3.1476100340085,137.350256029462,6.00226069255733,133.351019904001,9.36683398649837,2020-04-27
"475","OK",20200427,3280,27,27,3280,27,49891,0,27,100,"Oklahoma",3751351,3956971,0.68234010307379,0.68234010307379,2.16615905737711,63.2698958008898,58.2917007441832,2020-04-27
"476","CO",20200427,13441,473,473,11980,447,49833,3010,3457,12.9302863754701,"Colorado",5029196,5758736,8.21360798619697,60.0305344783994,9.20588922886649,43.3920452914204,21.6282780639413,2020-04-27
"477","AZ",20200427,6716,190,190,NA,190,59827,1542,1732,10.9699769053118,"Arizona",6392017,7278717,2.61035014824728,23.7954024040226,3.24232965782294,23.6364261919865,15.1800557140371,2020-04-27
"478","TX",20200427,25297,666,666,25297,666,265220,13830,14496,4.59437086092715,"Texas",25145561,28995881,2.29687796001094,49.993307670148,2.87676327938736,49.3286812505739,6.27610554526414,2020-04-27
"479","UT",20200427,4233,110,110,4233,110,95962,4383,4493,2.44825283774761,"Utah",2763885,3205958,3.4311116989056,140.145316938026,4.54510900374508,142.074760270008,3.21621395910764,2020-04-27
"480","WY",20200427,370,8,8,370,8,7797,0,8,100,"Wyoming",563626,578759,1.38226792153556,1.38226792153556,1.40695127727727,28.7857294659781,43.5292138214406,2020-04-27
"481","KS",20200428,3491,163,163,NA,163,24599,760,923,17.6598049837486,"Kansas",2853118,2913314,5.59500280436644,31.6821324443572,7.18867143838843,44.0784226191498,16.7169641480038,2020-04-28
"482","NE",20200428,3358,330,330,NA,330,20247,912,1242,26.5700483091787,"Nebraska",1826341,1934408,17.0594827978379,64.2056898027717,12.628448304893,53.4161208124509,23.0799430787974,2020-04-28
"483","NM",20200428,2823,97,97,NA,97,55980,2091,2188,4.43327239488117,"New Mexico",2059179,2096829,4.62603292877006,104.348041733494,5.80468343934034,136.58719905152,8.94937052327024,2020-04-28
"484","OK",20200428,3410,130,130,3410,130,56289,6398,6528,1.99142156862745,"Oklahoma",3751351,3956971,3.28534123702195,164.974673809841,2.176989852664,55.4356205433759,58.367603000924,2020-04-28
"485","CO",20200428,13879,438,438,12374,394,52462,2629,3023,13.0334105193516,"Colorado",5029196,5758736,7.60583572506189,52.4941584403244,9.35969282148027,48.4626024414617,18.8700122325875,2020-04-28
"486","AZ",20200428,6948,232,232,NA,232,60490,663,895,25.9217877094972,"Arizona",6392017,7278717,3.18737491785984,12.2961230667438,3.33064977562078,24.1133548280948,14.7858851589522,2020-04-28
"487","TX",20200428,26171,874,874,26171,874,274213,8993,9867,8.85780885780886,"Texas",25145561,28995881,3.01422122680114,34.0289712183603,2.94376787024139,46.7972872225738,6.83888387545333,2020-04-28
"488","UT",20200428,4343,110,110,4343,110,98096,2134,2244,4.90196078431373,"Utah",2763885,3205958,3.4311116989056,69.9946786576742,4.66542071266774,134.040611707506,3.62350808506047,2020-04-28
"489","WY",20200428,389,19,19,389,19,8226,429,448,4.24107142857143,"Wyoming",563626,578759,3.28288631364696,77.4070036059914,1.70315154617775,36.2499762422701,44.032600520948,2020-04-28
"490","KS",20200429,3738,247,247,NA,247,25720,1121,1368,18.0555555555556,"Kansas",2853118,2913314,8.47831713299699,46.9568333519833,7.48779078200486,45.3827791011493,16.8851288125387,2020-04-29
"491","NE",20200429,3374,16,16,3374,NA,20257,10,NA,NA,"Nebraska",1826341,1934408,0.827126438683049,NA,12.200114970575,59.6737261908208,22.9092278373158,2020-04-29
"492","NM",20200429,2974,151,151,2974,NA,58771,2791,NA,NA,"New Mexico",2059179,2096829,7.20135022932247,NA,6.14533387592135,142.484993610193,9.64765549423941,2020-04-29
"493","OK",20200429,3473,63,63,3473,63,57794,1505,1568,4.01785714285714,"Oklahoma",3751351,3956971,1.59212690717218,39.6262696896187,2.09034349036891,55.4320102782803,58.1494492958474,2020-04-29
"494","CO",20200429,14735,856,856,12741,367,54714,2252,2619,14.0129820542192,"Colorado",5029196,5758736,14.8643730151894,45.4787300546509,10.6372549214173,52.459428596831,16.6147714925665,2020-04-29
"495","AZ",20200429,7202,254,254,NA,254,61611,1121,1375,18.4727272727273,"Arizona",6392017,7278717,3.48962598765689,18.8906918623158,3.42093256270301,23.9681173010495,15.3741708553124,2020-04-29
"496","TX",20200429,27054,883,883,27054,883,287736,13523,14406,6.12939053172289,"Texas",25145561,28995881,3.04526011815264,49.6829187566331,2.94869467839242,48.2861686458156,6.61898855637309,2020-04-29
"497","UT",20200429,4495,152,152,4495,152,101283,3187,3339,4.55226115603474,"Utah",2763885,3205958,4.74117252939683,104.149836024053,4.67878868032582,130.640691933136,3.75492047142442,2020-04-29
"498","WY",20200429,536,147,147,396,7,8681,455,462,1.51515151515152,"Wyoming",563626,578759,25.3991730582159,79.8259724686787,5.28223812872518,43.5126422800049,36.9463590199819,2020-04-29
"499","NE",20200430,3784,410,410,3784,410,21537,1280,1690,24.2603550295858,"Nebraska",1826341,1934408,21.1951149912531,87.3652300858971,14.555948309324,68.3671696973958,24.7255033574205,2020-04-30
"500","KS",20200430,4238,500,500,NA,500,27388,1668,2168,23.0627306273063,"Kansas",2853118,2913314,17.1625852894676,74.4169698151315,8.61071421951574,50.5462654753806,16.7076713685216,2020-04-30
"501","NM",20200430,3213,239,239,3213,239,61872,3101,3340,7.15568862275449,"New Mexico",2059179,2096829,11.3981636080005,159.288144145278,6.83344775781498,166.21129651806,4.36139702526187,2020-04-30
"502","OK",20200430,3618,145,145,3618,145,59804,2010,2155,6.72853828306264,"Oklahoma",3751351,3956971,3.66441907206295,54.4608489675563,2.16976932247274,62.7680689525975,44.8249547648563,2020-04-30
"503","CO",20200430,14758,23,23,13148,407,56301,1587,1994,20.4112337011033,"Colorado",5029196,5758736,0.399393200174483,34.625653962953,9.62512805389437,52.612818738927,16.3158022854431,2020-04-30
"504","TX",20200430,28087,1033,1033,28087,1033,302213,14477,15510,6.6602192134107,"Texas",25145561,28995881,3.56257497401096,53.4903560957503,3.02653824717872,51.8408607267849,6.06351655732446,2020-04-30
"505","AZ",20200430,7648,446,446,NA,446,64138,2527,2973,15.0016818028927,"Arizona",6392017,7278717,6.12745350588572,40.8451104775746,3.68785558538093,25.6893782634652,15.4044002077431,2020-04-30
"506","WY",20200430,544,8,8,404,8,8902,221,229,3.49344978165939,"Wyoming",563626,578759,1.38226792153556,39.5674192539554,5.38097155169201,42.9490389905692,32.1673719859358,2020-04-30
"507","UT",20200430,4672,177,177,4672,177,103829,2546,2723,6.50018362100624,"Utah",2763885,3205958,5.52097064278446,84.9356105101813,4.7233485725194,124.206243500383,4.11099250504687,2020-04-30
"508","KS",20200501,4449,211,211,NA,211,28585,1197,1408,14.9857954545455,"Kansas",2853118,2913314,7.24261099215533,48.3298401751407,8.19881217256852,46.3193658983745,16.9919857600771,2020-05-01
"509","NE",20200501,4281,497,497,4281,497,23104,1567,2064,24.0794573643411,"Nebraska",1826341,1934408,25.6926150015922,106.699310590113,15.9295690021369,75.3632808245899,24.5987036529683,2020-05-01
"510","NM",20200501,3411,198,198,3411,198,64458,2586,2784,7.11206896551724,"New Mexico",2059179,2096829,9.44283010202549,132.771914161813,7.03102501103196,145.966441072051,5.01838569702991,2020-05-01
"511","OK",20200501,3748,130,130,3748,130,59804,0,130,100,"Oklahoma",3751351,3956971,3.28534123702195,3.28534123702195,2.26363621495908,62.8619358450838,44.8249547648563,2020-05-01
"512","CO",20200501,15284,526,526,13637,489,57106,805,1294,37.789799072643,"Colorado",5029196,5758736,9.13394883877295,22.4702087402513,9.97738789504205,48.306731596259,19.3835161121859,2020-05-01
"513","AZ",20200501,7962,314,314,NA,314,66917,2779,3093,10.1519560297446,"Arizona",6392017,7278717,4.3139470871034,42.4937526764676,3.762437018188,27.8012104134757,14.8998669767773,2020-05-01
"514","TX",20200501,29229,1142,1142,29229,1142,322546,20333,21475,5.31781140861467,"Texas",25145561,28995881,3.93849043593468,74.0622435303828,3.16448887540761,53.8145400720882,6.11828171271883,2020-05-01
"515","UT",20200501,4828,156,156,4828,156,107730,3901,4057,3.84520581710624,"Utah",2763885,3205958,4.86594022753885,126.545637840546,4.66096472344839,124.148315640531,4.06360702507573,2020-05-01
"516","WY",20200501,559,15,15,415,11,9136,234,245,4.48979591836735,"Wyoming",563626,578759,2.59175235287918,42.3319550970266,5.18350470575835,37.5927507946189,32.5923211863952,2020-05-01
"517","KS",20200502,4746,297,297,NA,297,30196,1611,1908,15.5660377358491,"Kansas",2853118,2913314,10.1945756619438,65.4924254646083,8.28707689691435,47.7757338500808,16.7416431860284,2020-05-02
"518","NE",20200502,4838,557,557,4838,557,24510,1406,1963,28.3749363219562,"Nebraska",1826341,1934408,28.7943391466537,101.478074945927,17.8496839490797,80.5500528671649,25.6908281122118,2020-05-02
"519","NM",20200502,3513,102,102,3513,102,67605,3147,3249,3.13942751615882,"New Mexico",2059179,2096829,4.86448823437677,154.948257583236,6.75850466176716,132.469870774711,5.06321919620239,2020-05-02
"520","OK",20200502,3851,103,103,3851,103,59804,0,103,100,"Oklahoma",3751351,3956971,2.60300113394816,2.60300113394816,2.37555443292357,38.1641123258891,58.9625452849353,2020-05-02
"521","CO",20200502,15768,484,484,14078,441,61181,4075,4516,9.76527900797166,"Colorado",5029196,5758736,8.40462212541085,78.4199866081724,8.7122293106384,48.9467529977809,18.1381479989183,2020-05-02
"522","AZ",20200502,8364,402,402,NA,402,69633,2716,3118,12.8928800513149,"Arizona",6392017,7278717,5.52295136629161,42.8372198012369,4.0902027886822,30.3997845460166,14.8703898953997,2020-05-02
"523","TX",20200502,30522,1293,1293,30522,1293,350126,27580,28873,4.47823225851141,"Texas",25145561,28995881,4.45925405749872,99.5762122213152,3.32510282113124,58.0535658052358,6.07648170600744,2020-05-02
"524","UT",20200502,4981,153,153,4981,153,112823,5093,5246,2.91650781547846,"Utah",2763885,3205958,4.77236445393233,163.632836113262,4.60303686359673,122.97639047584,4.04978656389457,2020-05-02
"525","WY",20200502,566,7,7,420,5,9463,327,332,1.50602409638554,"Wyoming",563626,578759,1.20948443134362,57.3641187437258,5.3562881959503,42.8749889233441,30.7493561057336,2020-05-02
"526","KS",20200503,5030,284,284,NA,284,31748,1552,1836,15.4684095860566,"Kansas",2853118,2913314,9.74834844441759,63.021013182925,9.10107379921482,51.7378392540493,17.3116160952094,2020-05-03
"527","NE",20200503,5326,488,488,5326,488,25936,1426,1914,25.496342737722,"Nebraska",1826341,1934408,25.227356379833,98.9450002274598,19.1568391244985,86.2279312327079,25.8100724861615,2020-05-03
"528","NM",20200503,3732,219,219,3732,219,71212,3607,3826,5.72399372713016,"New Mexico",2059179,2096829,10.4443423855736,182.46599985025,7.30354536029677,145.195435583922,4.97601964885143,2020-05-03
"529","OK",20200503,3972,121,121,3972,121,59804,0,121,100,"Oklahoma",3751351,3956971,3.05789453599736,3.05789453599736,2.59578060375691,38.3843384967224,58.9625452849353,2020-05-03
"530","CO",20200503,16225,457,457,14498,420,63681,2500,2920,14.3835616438356,"Colorado",5029196,5758736,7.93576923824951,50.7055715004126,8.07965001843658,49.1749776835949,17.4752217677992,2020-05-03
"531","AZ",20200503,8640,276,276,NA,276,72479,2846,3122,8.8404868673927,"Arizona",6392017,7278717,3.79187705745394,42.8921745412,4.1490828672141,32.0072106899373,14.6073566626973,2020-05-03
"532","TX",20200503,31548,1026,1026,31548,1026,359012,8886,9912,10.3510895883777,"Texas",25145561,28995881,3.53843361407091,34.1841656751178,3.40787319806857,56.4311678811011,6.62698895991049,2020-05-03
"533","UT",20200503,5175,194,194,5175,194,116927,4104,4298,4.51372731503025,"Utah",2763885,3205958,6.05123335988806,134.062891653602,4.68770065876453,117.638115391049,4.23972847810247,2020-05-03
"534","WY",20200503,579,13,13,429,9,9640,177,186,4.83870967741935,"Wyoming",563626,578759,2.24618537249529,32.1377291757018,5.3562881959503,47.1452094666593,17.1548860596507,2020-05-03
"535","WY",20200504,586,7,7,435,6,9868,228,234,2.56410256410256,"Wyoming",563626,578759,1.20948443134362,40.4313367049152,5.33160484020859,52.723647864285,3.23547214023673,2020-05-04
"536","NE",20200504,5910,584,584,5910,584,27844,1908,2492,23.4349919743178,"Nebraska",1826341,1934408,30.1901150119313,128.824942824885,21.283735681112,97.9197080795089,25.3693552895169,2020-05-04
"537","KS",20200504,5245,215,215,NA,215,33358,1610,1825,11.7808219178082,"Kansas",2853118,2913314,7.37991167447107,62.6434363065567,9.40019314283125,56.0775215343861,16.6541651229814,2020-05-04
"538","NM",20200504,3850,118,118,3850,118,74127,2915,3033,3.89053742169469,"New Mexico",2059179,2096829,5.62754521231822,144.646988381027,7.65782181434102,146.411557642516,5.24249810802276,2020-05-04
"539","OK",20200504,4044,72,72,4044,72,59804,0,72,100,"Oklahoma",3751351,3956971,1.81957360819677,1.81957360819677,2.75824253306019,38.5468004260257,58.9625452849353,2020-05-04
"540","CO",20200504,16635,410,410,14897,399,66455,2774,3173,12.5748502994012,"Colorado",5029196,5758736,7.11961791615382,55.0988967023319,7.92336572271614,48.4704580012995,17.4244451855037,2020-05-04
"541","AZ",20200504,8919,279,279,NA,279,76334,3855,4134,6.7489114658926,"Arizona",6392017,7278717,3.83309311242627,56.7957237518645,4.32376043352538,36.7215423110576,14.0043473142089,2020-05-04
"542","TX",20200504,32332,784,784,32332,784,375066,16054,16838,4.65613493288989,"Texas",25145561,28995881,2.70383231328615,58.0703169529493,3.46600953425074,57.5850263500727,6.63581239876231,2020-05-04
"543","UT",20200504,5317,142,142,5317,142,119344,2417,2559,5.54904259476358,"Utah",2763885,3205958,4.42925328404177,79.8201348863585,4.83029231378399,109.020232240811,4.68269844339046,2020-05-04
"544","NE",20200505,6083,173,173,6083,173,28526,682,855,20.233918128655,"Nebraska",1826341,1934408,8.94330461826047,44.1995690671254,20.1242816554581,94.5853546235679,24.313333592763,2020-05-05
"545","KS",20200505,5458,213,213,NA,213,34634,1276,1489,14.3049026192075,"Kansas",2853118,2913314,7.3112613333132,51.1101789920345,9.64537293268079,58.8529567554829,16.1748933566184,2020-05-05
"546","NM",20200505,4031,181,181,4031,181,77689,3562,3743,4.83569329414908,"New Mexico",2059179,2096829,8.63208206296269,178.507641777179,8.23011454779711,158.771490983131,5.30956825790075,2020-05-05
"547","OK",20200505,4127,83,83,4127,83,75290,15486,15569,0.533110668636393,"Oklahoma",3751351,3956971,2.09756402056017,393.457520916883,2.58856007356565,71.1872071556032,58.7542151563652,2020-05-05
"548","CO",20200505,16907,272,272,15169,272,68097,1642,1914,14.2110762800418,"Colorado",5029196,5758736,4.72325871510693,33.2364602232157,7.51156900700828,45.7193582559982,17.5926831513165,2020-05-05
"549","AZ",20200505,9305,386,386,NA,386,78955,2621,3007,12.8367143332225,"Arizona",6392017,7278717,5.30313240643921,41.3122257672609,4.62601150332244,40.8666998397029,12.1350511175982,2020-05-05
"550","TX",20200505,33369,1037,1037,33369,1037,393841,18775,19812,5.23420149404401,"Texas",25145561,28995881,3.57637003683385,68.3269461617669,3.54631650711256,62.4847370562736,6.11815420393876,2020-05-05
"551","UT",20200505,5449,132,132,5449,132,121266,1922,2054,6.42648490749757,"Utah",2763885,3205958,4.11733403868672,64.0682129959282,4.92832407660986,108.173594289133,4.9004876038453,2020-05-05
"552","WY",20200505,596,10,10,444,9,10319,451,460,1.95652173913044,"Wyoming",563626,578759,1.72783490191945,79.4804054882948,5.10945463853324,53.0198481331855,2.90910789888802,2020-05-05
"553","WY",20200506,604,8,8,452,8,11403,1084,1092,0.732600732600733,"Wyoming",563626,578759,1.38226792153556,188.679571289604,1.67846819043604,68.5703622504605,2.79731492995219,2020-05-06
"554","NE",20200506,6438,355,355,6438,355,29690,1164,1519,23.3706385780118,"Nebraska",1826341,1934408,18.3518678582802,78.525316272472,22.627816143972,92.2910634305542,24.17866287637,2020-05-06
"555","KS",20200506,5734,276,276,NA,276,36380,1746,2022,13.6498516320475,"Kansas",2853118,2913314,9.47374707978611,69.405494910607,9.78757721079352,62.0599084067148,15.5455070818315,2020-05-06
"556","NM",20200506,4138,107,107,4138,107,79113,1424,1531,6.9888961463096,"New Mexico",2059179,2096829,5.10294353998347,73.0150145767728,7.93034216360582,146.520565782222,5.54947224195915,2020-05-06
"557","OK",20200506,4201,74,74,4201,74,78689,3399,3473,2.13072271811114,"Oklahoma",3751351,3956971,1.87011731953557,87.769154739825,2.62827298961756,78.0647621627755,58.4846245242586,2020-05-06
"558","CO",20200506,17364,457,457,15600,431,68612,515,946,45.5602536997886,"Colorado",5029196,5758736,7.93576923824951,16.4272159723939,6.52176846744544,41.569141958533,22.0994362435407,2020-05-06
"559","TX",20200506,34422,1053,1053,34422,1053,404516,10675,11728,8.97851296043656,"Texas",25145561,28995881,3.63155028812541,40.4471241967092,3.6300722456801,61.1653378334273,6.525171693755,2020-05-06
"560","AZ",20200506,9707,402,402,NA,402,82030,3075,3477,11.5616911130285,"Arizona",6392017,7278717,5.52295136629161,47.7694077129252,4.91648655741311,44.9922306755043,11.1477602376412,2020-05-06
"561","UT",20200506,5595,146,146,5595,146,125407,4141,4287,3.40564497317471,"Utah",2763885,3205958,4.5540209821838,133.719780483712,4.90158814129371,112.397872069084,4.73668529200815,2020-05-06
"562","KS",20200507,6144,410,410,NA,410,38678,2298,2708,15.1403249630724,"Kansas",2853118,2913314,14.0733199373634,92.9525619277565,9.34625358906435,64.7078501370898,14.4137348440838,2020-05-07
"563","NE",20200507,6771,333,333,6771,333,30987,1297,1630,20.4294478527607,"Nebraska",1826341,1934408,17.214569005091,84.2635059408356,22.0591667173774,91.8479599812597,23.6313904225378,2020-05-07
"564","NM",20200507,4291,153,153,4291,153,81393,2280,2433,6.288532675709,"New Mexico",2059179,2096829,7.29673235156515,116.032351708222,7.34442341268649,140.341166862643,5.42559282095266,2020-05-07
"565","OK",20200507,4330,129,129,4330,129,82557,3868,3997,3.22742056542407,"Oklahoma",3751351,3956971,3.26006938135255,101.01160711059,2.57050874808751,84.7148704689233,57.9844648503102,2020-05-07
"566","CO",20200507,17830,466,466,16012,412,73517,4905,5317,7.7487304871168,"Colorado",5029196,5758736,8.09205353396995,92.3292889272924,7.62071994370193,49.81251838201,20.2905072129712,2020-05-07
"567","AZ",20200507,9945,238,238,NA,238,86489,4459,4697,5.06706408345753,"Arizona",6392017,7278717,3.26980702780449,64.5306034016709,4.50825134625865,48.3758725218037,9.72852913486476,2020-05-07
"568","TX",20200507,35390,968,968,35390,968,419772,15256,16224,5.96646942800789,"Texas",25145561,28995881,3.33840520313903,55.9527748096359,3.59804799269839,61.517111935411,6.42606458155459,2020-05-07
"569","UT",20200507,5724,129,129,5724,129,128819,3412,3541,3.6430386896357,"Utah",2763885,3205958,4.0237582650802,110.450604780225,4.68770065876453,116.042871250519,4.32852173038379,2020-05-07
"570","WY",20200507,631,27,27,479,27,11403,0,27,100,"Wyoming",563626,578759,4.66515423518252,4.66515423518252,2.14745194952846,63.5843243906358,16.5839649611437,2020-05-07
"571","KS",20200508,6501,357,357,NA,357,41207,2529,2886,12.3700623700624,"Kansas",2853118,2913314,12.2540858966799,99.062442290807,10.062178575425,71.9553647250421,14.0400586891577,2020-05-08
"572","NE",20200508,7190,419,419,7190,419,33222,2235,2654,15.7874905802562,"Nebraska",1826341,1934408,21.6603736130124,137.199598016551,21.4831322332946,96.2051438993222,22.4468237390971,2020-05-08
"573","NM",20200508,4493,202,202,4493,202,84539,3146,3348,6.03345280764636,"New Mexico",2059179,2096829,9.63359434651085,159.669672634249,7.37167544761297,144.183703787277,5.27150479839967,2020-05-08
"574","OK",20200508,4424,94,94,4424,94,85433,2876,2970,3.16498316498317,"Oklahoma",3751351,3956971,2.37555443292357,75.057411338117,2.44053920464488,94.9680233405083,44.1508910167364,2020-05-08
"575","CO",20200508,18801,971,971,16532,520,75735,2218,2738,18.9919649379109,"Colorado",5029196,5758736,16.8613390160619,47.5451557425102,8.72463282617178,53.394653668047,17.6051023365809,2020-05-08
"576","AZ",20200508,10526,581,581,NA,581,90599,4110,4691,12.3854188872309,"Arizona",6392017,7278717,7.98217597964037,64.4481712917263,5.0322840451925,51.5122180382693,10.0475952573628,2020-05-08
"577","TX",20200508,36609,1219,1219,36609,1219,440509,20737,21956,5.55201311714338,"Texas",25145561,28995881,4.20404539527528,75.7210998348352,3.63598441546134,61.7540914074756,6.45952196848727,2020-05-08
"578","UT",20200508,5919,195,195,5919,195,132769,3950,4145,4.70446320868516,"Utah",2763885,3205958,6.08242528442356,129.29052719967,4.86148423831949,116.434998301823,4.45127278632363,2020-05-08
"579","WY",20200508,635,4,4,483,4,11403,0,4,100,"Wyoming",563626,578759,0.691133960767781,0.691133960767781,1.87593503636969,57.6356356568846,30.2282798299484,2020-05-08
"580","WY",20200509,644,9,9,490,7,11403,0,7,100,"Wyoming",563626,578759,1.55505141172751,1.20948443134362,1.9253017478531,49.61354504083,44.298847816179,2020-05-09
"581","NE",20200509,7831,641,641,7831,641,35145,1923,2564,25,"Nebraska",1826341,1934408,33.1367529497397,132.547011798959,22.1034770623068,100.643563449755,21.9646899788177,2020-05-09
"582","KS",20200509,6751,250,250,NA,250,43182,1975,2225,11.2359550561798,"Kansas",2853118,2913314,8.5812926447338,76.3735045381308,9.83170957296644,73.5098045926882,13.4214754492049,2020-05-09
"583","NM",20200509,4673,180,180,4673,180,88589,4050,4230,4.25531914893617,"New Mexico",2059179,2096829,8.58439100184135,201.733188543272,7.90309012867934,150.867265352996,5.43091788879644,2020-05-09
"584","OK",20200509,4490,66,66,4490,66,91379,5946,6012,1.09780439121757,"Oklahoma",3751351,3956971,1.66794247418038,151.934396284431,2.30695939610663,116.301079790577,30.0220059297675,2020-05-09
"585","CO",20200509,18827,26,26,16969,437,77945,2210,2647,16.5092557612391,"Colorado",5029196,5758736,0.451487965414633,45.9649478635589,7.58847080331517,48.7582195616737,18.5685275870477,2020-05-09
"586","TX",20200509,37860,1251,1251,37860,1251,451434,10925,12176,10.2743101182654,"Texas",25145561,28995881,4.31440589785839,41.9921712328727,3.615291821227,53.5277998376981,7.28753309130927,2020-05-09
"587","AZ",20200509,10960,434,434,NA,434,94850,4251,4685,9.26360725720384,"Arizona",6392017,7278717,5.96258928599642,64.3657391817816,5.09508946229319,54.5877208069185,9.52912771534693,2020-05-09
"588","UT",20200509,6103,184,184,6103,184,137191,4422,4606,3.99478940512375,"Utah",2763885,3205958,5.739314114533,143.670004410538,4.99961990411959,113.583165201433,4.60531301341582,2020-05-09
