"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"589","KS",20200510,6948,197,197,NA,197,45557,2375,2572,7.65940902021773,"Kansas",2853118,2913314,6.76205860405023,88.2843387290213,9.40509673862824,77.1188510992734,12.3059039397994,2020-05-10
"590","NE",20200510,8234,403,403,8234,403,37335,2190,2593,15.5418434246047,"Nebraska",1826341,1934408,20.8332471743293,134.046178469072,21.4757471758063,105.658017484271,20.5426186483723,2020-05-10
"591","NM",20200510,4778,105,105,4778,105,92275,3686,3791,2.76971775257188,"New Mexico",2059179,2096829,5.00756141774079,180.796812711003,7.12640713327465,150.628810047389,5.00887846385954,2020-05-10
"592","OK",20200510,4589,99,99,4589,99,91379,0,99,100,"Oklahoma",3751351,3956971,2.50191371127057,2.50191371127057,2.2275335640028,116.221653958473,30.0220059297675,2020-05-10
"593","CO",20200510,19703,876,876,17491,522,84374,6429,6951,7.50971083297367,"Colorado",5029196,5758736,15.2116714501238,120.703571061427,8.6278854050115,58.7579337846758,17.5865488997817,2020-05-10
"594","AZ",20200510,11119,159,159,NA,159,99258,4408,4567,3.48149770089774,"Arizona",6392017,7278717,2.18445091353325,62.7445743528702,4.8654571560188,57.4237779228714,8.76355783441908,2020-05-10
"595","TX",20200510,38869,1009,1009,38869,1009,462907,11473,12482,8.08364044223682,"Texas",25145561,28995881,3.47980459707363,43.0474935388237,3.60691624737025,54.7939895325133,6.96361178471771,2020-05-10
"596","UT",20200510,6251,148,148,6251,148,140259,3068,3216,4.60199004975124,"Utah",2763885,3205958,4.61640483125481,100.313229306186,4.79464440002912,108.761784866088,4.61792197551882,2020-05-10
"597","WY",20200510,661,17,17,503,13,11403,0,13,100,"Wyoming",563626,578759,2.93731933326307,2.24618537249529,2.02403517081993,45.3433244975148,57.893317862262,2020-05-10
"598","NE",20200511,8315,81,81,8315,81,37924,589,670,12.089552238806,"Nebraska",1826341,1934408,4.18732759583294,34.6359196198527,17.7610632592208,92.2024427406953,18.9218415432992,2020-05-11
"599","NM",20200511,4863,85,85,4863,85,97635,5360,5445,1.56106519742883,"New Mexico",2059179,2096829,4.05374019531397,259.677827805701,6.90157784513118,167.061787108057,4.67609671753585,2020-05-11
"600","KS",20200511,7116,168,168,NA,168,46993,1436,1604,10.4738154613466,"Kansas",2853118,2913314,5.76662865726111,55.0575736086121,9.17462773616968,76.0351564281384,12.1191887317334,2020-05-11
"601","OK",20200511,4613,24,24,4613,24,91379,0,24,100,"Oklahoma",3751351,3956971,0.606524536065592,0.606524536065592,2.05424083941263,116.048361233883,30.0220059297675,2020-05-11
"602","TX",20200511,39869,1000,1000,39869,1000,485828,22921,23921,4.18042723966389,"Texas",25145561,28995881,3.44876570572213,82.4979244465792,3.71333530343253,58.2836477458889,6.89565354282829,2020-05-11
"603","CO",20200511,NA,196,NA,17809,318,NA,NA,NA,NA,"Colorado",5029196,5758736,NA,NA,8.87926331982111,59.3677732983997,18.4218319998451,2020-05-11
"604","UT",20200511,6362,111,111,6362,111,144223,3964,4075,2.7239263803681,"Utah",2763885,3205958,3.46230362344111,127.107092482185,4.65650873422903,115.517064522635,4.21433394489089,2020-05-11
"605","AZ",20200511,11380,261,261,NA,261,105084,5826,6087,4.28782651552489,"Arizona",6392017,7278717,3.58579678259232,83.6273755388484,4.83012910889967,61.2568710352976,8.41197427008083,2020-05-11
"606","WY",20200511,662,1,1,504,1,11403,0,1,100,"Wyoming",563626,578759,0.172783490191945,0.172783490191945,1.87593503636969,39.5921026096972,71.8127317816759,2020-05-11
"607","WY",20200512,675,13,13,513,9,14384,2981,2990,0.301003344481605,"Wyoming",563626,578759,2.24618537249529,516.622635673916,1.94998510359481,102.040992636214,71.5762291538689,2020-05-12
"608","KS",20200512,7116,0,0,NA,0,46993,0,0,NA,"Kansas",2853118,2913314,0,0,8.13016183141065,68.7337022864192,11.7549030838211,2020-05-12
"609","NE",20200512,8572,257,257,8572,257,39371,1447,1704,15.0821596244131,"Nebraska",1826341,1934408,13.2857184213465,88.0889657197447,18.3814080882331,98.4723565482123,18.1858760426932,2020-05-12
"610","NM",20200512,5069,206,206,5069,206,101652,4017,4223,4.8780487804878,"New Mexico",2059179,2096829,9.82435859099621,201.399351115422,7.07190306342169,170.332031299235,4.68214750129852,2020-05-12
"611","OK",20200512,4732,119,119,4732,119,91379,0,119,100,"Oklahoma",3751351,3956971,3.00735082465856,3.00735082465856,2.18421038285526,60.2697655064225,44.2315615485337,2020-05-12
"612","CO",20200512,19879,-20,NA,17983,174,88778,NA,NA,NA,"Colorado",5029196,5758736,NA,NA,9.71046424076395,64.5940359134366,19.2639831438058,2020-05-12
"613","AZ",20200512,11736,356,356,NA,356,111106,6022,6378,5.58168704923173,"Arizona",6392017,7278717,4.89097185671596,87.625332871164,4.77124903036777,67.8730291929981,7.3755418009393,2020-05-12
"614","TX",20200512,41048,1179,1179,41048,1179,497124,11296,12475,9.45090180360721,"Texas",25145561,28995881,4.06609476704639,43.0233521788836,3.78329597917718,54.6688486054771,7.49803930133731,2020-05-12
"615","UT",20200512,6432,70,70,6432,70,147053,2830,2900,2.41379310344828,"Utah",2763885,3205958,2.18343471748538,90.4565811529658,4.38023740262884,119.286831402212,3.64109225859813,2020-05-12
"616","KS",20200513,7468,352,352,NA,352,50160,3167,3519,10.0028417163967,"Kansas",2853118,2913314,12.0824600437852,120.790275267273,8.50283511198195,76.0743851945144,11.1470680978793,2020-05-13
"617","NE",20200513,8692,120,120,8692,120,41033,1662,1782,6.73400673400673,"Nebraska",1826341,1934408,6.20344829012287,92.1212071083246,16.6459195784964,100.41462666762,15.8092143506925,2020-05-13
"618","NM",20200513,5212,143,143,5212,143,105077,3425,3568,4.00784753363229,"New Mexico",2059179,2096829,6.81982174035174,170.161706080944,7.31717137776001,184.210130085545,4.25628341377319,2020-05-13
"619","OK",20200513,4852,120,120,4852,120,104275,12896,13016,0.921942224953903,"Oklahoma",3751351,3956971,3.03262268032796,328.938473392906,2.35028257725417,94.7225253140055,44.0588786209398,2020-05-13
"620","CO",20200513,20157,278,278,18211,228,91093,2315,2543,8.96578843885175,"Colorado",5029196,5758736,4.82744824558723,44.1589960019004,9.08880004223149,70.1403919193379,11.9450900916184,2020-05-13
"621","AZ",20200513,12176,440,440,NA,440,115574,4468,4908,8.96495517522412,"Arizona",6392017,7278717,6.04502139594107,67.4294659347245,4.84583046317484,70.6816089389694,7.0045795241101,2020-05-13
"622","TX",20200513,42403,1355,1355,42403,1355,514373,17249,18604,7.28337991829714,"Texas",25145561,28995881,4.67307753125349,64.1608371892546,3.93208558533834,58.0565218901264,7.25587743817454,2020-05-13
"623","UT",20200513,6620,188,188,6620,188,150166,3113,3301,5.6952438654953,"Utah",2763885,3205958,5.86408181267503,102.964542891704,4.56738894984187,114.893226031925,3.96817781464393,2020-05-13
"624","WY",20200513,675,0,0,513,0,14384,0,0,NA,"Wyoming",563626,578759,0,0,1.75251825766116,75.086768166271,83.3835005574136,2020-05-13
"625","KS",20200514,7468,0,0,NA,0,50160,0,0,NA,"Kansas",2853118,2913314,0,0,6.49236083521574,62.7954477762634,10.3484167248406,2020-05-14
"626","NE",20200514,9075,383,383,9075,383,44266,3233,3616,10.591814159292,"Nebraska",1826341,1934408,19.7993391259755,186.930575142369,17.0151724529084,115.081350839267,14.4038381087684,2020-05-14
"627","NM",20200514,5364,152,152,5364,152,109647,4570,4722,3.21897501058873,"New Mexico",2059179,2096829,7.24904129044381,225.197190614971,7.31035836902839,199.805107072223,3.81777517589887,2020-05-14
"628","OK",20200514,4962,110,110,4962,110,107221,2946,3056,3.59947643979058,"Oklahoma",3751351,3956971,2.77990412363396,77.2307909256853,2.28168754043723,91.3252658590191,44.112029460135,2020-05-14
"629","CO",20200514,20475,318,318,18461,250,94044,2951,3201,7.81005935645111,"Colorado",5029196,5758736,5.52204511545589,55.58511451124,8.57479835852868,62.7915570361274,11.9573558654853,2020-05-14
"630","AZ",20200514,12674,498,498,NA,498,121664,6090,6588,7.5591985428051,"Arizona",6392017,7278717,6.84186512540603,90.5104567192268,5.35612447711792,74.3930165557631,7.36059873258833,2020-05-14
"631","TX",20200514,43851,1448,1448,43851,1448,543462,29089,30537,4.74178864983463,"Texas",25145561,28995881,4.99381274188565,105.314958355637,4.16857237658785,65.108262396698,7.08092304129265,2020-05-14
"632","UT",20200514,6749,129,129,6749,129,153370,3204,3333,3.87038703870387,"Utah",2763885,3205958,4.0237582650802,103.96268447684,4.56738894984187,113.966380274298,4.0006561502251,2020-05-14
"633","WY",20200514,701,26,26,529,16,14729,345,361,4.43213296398892,"Wyoming",563626,578759,4.49237074499058,62.3748399592922,1.72783490191945,83.331008984001,67.4555227180784,2020-05-14
"634","KS",20200515,7886,418,418,NA,418,53706,3546,3964,10.5449041372351,"Kansas",2853118,2913314,14.3479213019949,136.064976174899,6.79148017883218,68.0815240454195,9.98338507827519,2020-05-15
"635","NE",20200515,9416,341,341,9416,341,47799,3533,3874,8.80227155394941,"Nebraska",1826341,1934408,17.6281322244325,200.267988966133,16.4391379688256,124.091120974922,13.4059496764389,2020-05-15
"636","NM",20200515,5503,139,139,5503,139,114098,4451,4590,3.02832244008715,"New Mexico",2059179,2096829,6.62905749586638,218.901970546954,6.88113881893632,208.266863916895,3.38847083767612,2020-05-15
"637","OK",20200515,5086,124,124,5086,124,113106,5885,6009,2.06357130970211,"Oklahoma",3751351,3956971,3.13371010300556,151.858580717422,2.38999549330608,102.296861484634,43.9546849093806,2020-05-15
"638","CO",20200515,20838,363,363,18804,343,97192,3148,3491,9.82526496705815,"Colorado",5029196,5758736,6.30346659405814,60.6209418177878,6.46322387412793,65.4067142511829,10.1240158713148,2020-05-15
"639","AZ",20200515,13169,495,495,NA,495,128832,7168,7663,6.45961111836096,"Arizona",6392017,7278717,6.8006490704337,105.27954308431,5.18733491865982,80.2260696689894,6.51405476560691,2020-05-15
"640","TX",20200515,45198,1347,1347,45198,1347,564432,20970,22317,6.03575749428687,"Texas",25145561,28995881,4.64548740560771,76.9661042546009,4.23163552092106,65.2861201709502,7.15002938088457,2020-05-15
"641","UT",20200515,6913,164,164,6913,164,156305,2935,3099,5.2920296869958,"Utah",2763885,3205958,5.11547562382289,96.6637741355314,4.42925328404178,109.30541555085,4.08459421855519,2020-05-15
"642","WY",20200515,715,14,14,541,12,15307,578,590,2.03389830508475,"Wyoming",563626,578759,2.41896886268723,101.942259213248,1.97466845933652,97.795455448641,51.1278391022592,2020-05-15
"643","KS",20200516,7886,0,0,NA,0,53706,0,0,NA,"Kansas",2853118,2913314,0,0,5.56558122958449,57.1710233971151,9.67024258379905,2020-05-16
"644","NE",20200516,9772,356,356,9772,356,50206,2407,2763,12.8845457835686,"Nebraska",1826341,1934408,18.4035632606978,142.834396880079,14.3343965846768,125.560747415082,11.6751705026629,2020-05-16
"645","NM",20200516,5662,159,159,5662,159,118796,4698,4857,3.27362569487338,"New Mexico",2059179,2096829,7.58287871829319,231.635483866353,6.7380656355723,212.538620391621,3.24822891566715,2020-05-16
"646","OK",20200516,5237,151,151,5237,151,118162,5056,5207,2.89994238525062,"Oklahoma",3751351,3956971,3.81605020607935,131.590552470564,2.69686802643451,99.3905980826532,44.2121331942425,2020-05-16
"647","CO",20200516,21232,394,394,19151,347,100608,3416,3763,9.22136593143768,"Colorado",5029196,5758736,6.84177916820636,65.3442005328947,7.74128211468628,69.2825647850501,8.66643790535447,2020-05-16
"648","AZ",20200516,13631,462,462,NA,462,133157,4325,4787,9.65113850010445,"Arizona",6392017,7278717,6.34727246573812,65.7670850508407,5.24228965862292,80.4262619359978,6.56941637173557,2020-05-16
"649","TX",20200516,46999,1801,1801,46999,1801,591740,27308,29109,6.18708990346628,"Texas",25145561,28995881,6.21122703600556,100.390120927866,4.5026099692278,73.628684413092,6.56614077877041,2020-05-16
"650","UT",20200516,7068,155,155,7068,155,159706,3401,3556,4.35883014623172,"Utah",2763885,3205958,4.83474830300335,110.918483648257,4.3000295966804,104.626626870524,4.13660003871347,2020-05-16
"651","WY",20200516,716,1,1,541,0,15678,371,371,0,"Wyoming",563626,578759,0.172783490191945,64.1026748612117,1.77720161340286,106.780196938622,34.4611724355925,2020-05-16
"652","KS",20200517,7886,0,0,NA,0,53706,0,0,NA,"Kansas",2853118,2913314,0,0,4.59957285757732,44.5589750072549,10.3405204383262,2020-05-17
"653","NE",20200517,10220,448,448,10220,448,55420,5214,5662,7.91239844577888,"Nebraska",1826341,1934408,23.1595402831254,292.699368488964,14.6667241716476,148.225488846495,10.5852497914021,2020-05-17
"654","NM",20200517,5857,195,195,5847,185,122727,3931,4116,4.49465500485909,"New Mexico",2059179,2096829,9.29975691866147,196.296407575439,7.35123642141811,214.752848229398,3.49464852313675,2020-05-17
"655","OK",20200517,5310,73,73,5310,73,118162,0,73,100,"Oklahoma",3751351,3956971,1.84484546386617,1.84484546386617,2.60300113394816,99.2967311901669,44.2121331942425,2020-05-17
"656","CO",20200517,21633,401,401,19507,356,103915,3307,3663,9.71880971880972,"Colorado",5029196,5758736,6.96333362043337,63.6077083582231,6.0916145487482,57.8633922444092,9.10825768252168,2020-05-17
"657","AZ",20200517,13937,306,306,NA,306,137824,4667,4973,6.1532274281118,"Arizona",6392017,7278717,4.2040376071772,68.3224804591249,5.5308020434292,81.2231056654628,6.95109204705186,2020-05-17
"658","TX",20200517,47784,785,785,47784,785,602571,10831,11616,6.75792011019284,"Texas",25145561,28995881,2.70728107899187,40.0608624376683,4.39224946664469,73.2020228272127,6.37675215990698,2020-05-17
"659","UT",20200517,7238,170,170,7238,170,163514,3808,3978,4.27350427350427,"Utah",2763885,3205958,5.30262717103593,124.081475802241,4.39806135950627,108.022090655675,4.08967349924962,2020-05-17
"660","WY",20200517,754,38,38,566,25,16331,653,678,3.68731563421829,"Wyoming",563626,578759,6.56577262729392,117.147206350139,2.2955520839787,123.194628506857,18.4090583746289,2020-05-17
"661","NE",20200518,10348,128,128,10348,128,57153,1733,1861,6.87802256851155,"Nebraska",1826341,1934408,6.61701150946439,96.2051438993222,15.013821873595,157.021092314991,9.84074555278862,2020-05-18
"662","KS",20200518,8340,454,454,NA,454,58650,4944,5398,8.41052241570952,"Kansas",2853118,2913314,15.5836274428366,185.287270785092,6.00200125551667,63.1632174610377,9.65275608978045,2020-05-18
"663","NM",20200518,5938,81,81,5938,91,127315,4588,4679,1.94486001282325,"New Mexico",2059179,2096829,3.86297595082861,223.146474986754,7.32398438649163,209.534083540977,3.54947635390738,2020-05-18
"664","OK",20200518,5398,88,88,5398,88,118162,0,88,100,"Oklahoma",3751351,3956971,2.22392329890717,2.22392329890717,2.83405810006839,99.5277881562871,44.2121331942425,2020-05-18
"665","CO",20200518,21938,305,305,19773,266,106557,2642,2908,9.14718019257221,"Colorado",5029196,5758736,5.29630113274858,50.497192439452,5.95906231274826,56.6356922769163,9.1147447675301,2020-05-18
"666","TX",20200518,48693,909,909,48693,909,631152,28581,29490,3.0824008138352,"Texas",25145561,28995881,3.13492802650142,101.704100661746,4.3474155124703,75.9457622865222,6.21989124193145,2020-05-18
"667","AZ",20200518,14170,233,233,NA,233,142303,4479,4712,4.94482173174873,"Arizona",6392017,7278717,3.20111360285061,64.7366836765326,5.4758473034661,78.5244353994176,7.04494850651241,2020-05-18
"668","UT",20200518,7384,146,146,7384,146,166638,3124,3270,4.46483180428135,"Utah",2763885,3205958,4.5540209821838,101.997593231103,4.5540209821838,104.435019334092,4.33837427409437,2020-05-18
"669","WY",20200518,754,0,0,566,0,16331,0,0,NA,"Wyoming",563626,578759,0,0,2.27086872823699,123.169945151115,2.09087004955471,2020-05-18
"670","KS",20200519,8340,0,0,NA,0,58650,0,0,NA,"Kansas",2853118,2913314,0,0,6.00200125551667,63.1632174610377,9.65275608978045,2020-05-19
"671","NE",20200519,10625,277,277,10625,277,59359,2206,2483,11.1558598469593,"Nebraska",1826341,1934408,14.3196264697003,128.359684203126,15.1615230233598,162.774052098331,9.27984558458093,2020-05-19
"672","NM",20200519,6096,158,158,6096,158,131524,4209,4367,3.61804442408976,"New Mexico",2059179,2096829,7.53518765717185,208.266863916895,6.99695996737386,210.51515679833,3.36947573156481,2020-05-19
"673","OK",20200519,5489,91,91,5489,91,133658,15496,15587,0.583819849874896,"Oklahoma",3751351,3956971,2.29973886591537,393.912414318932,2.73297067739079,155.371368655469,30.0098217442246,2020-05-19
"674","CO",20200519,22202,264,264,20028,255,109131,2574,2829,9.01378579003181,"Colorado",5029196,5758736,4.58433934113319,49.1253636214614,5.76267331680325,55.5627881832799,9.10032205645892,2020-05-19
"675","AZ",20200519,14566,396,396,NA,396,147005,4702,5098,7.76775205963123,"Arizona",6392017,7278717,5.44051925634696,70.0398160829718,5.55435407484196,76.0122187153902,7.35724350799805,2020-05-19
"676","TX",20200519,49912,1219,1219,49912,1219,650234,19082,20301,6.00463031377765,"Texas",25145561,28995881,4.20404539527528,70.013392591865,4.36712274507443,79.8014823455195,5.72756674338437,2020-05-19
"677","UT",20200519,7518,134,134,7384,0,169793,3155,3155,0,"Utah",2763885,3205958,4.17971788775773,98.4105219095197,4.8392042922227,105.571296585028,3.99354668788747,2020-05-19
"678","WY",20200519,766,12,12,577,11,17084,753,764,1.43979057591623,"Wyoming",563626,578759,2.07340188230334,132.006586506646,2.24618537249529,68.2247952700766,2.31862749584164,2020-05-19
"679","KS",20200520,8539,199,199,NA,199,62664,4014,4213,4.7234749584619,"Kansas",2853118,2913314,6.8307089452081,144.611943649054,5.25175109857708,66.5663129441493,7.89296717046885,2020-05-20
"680","NE",20200520,10846,221,221,10846,221,61289,1930,2151,10.2742910274291,"Nebraska",1826341,1934408,11.4246839343096,111.196810600452,15.9074138296722,165.499138311492,9.78560048364127,2020-05-20
"681","NM",20200520,6192,96,96,6192,96,136054,4530,4626,2.07522697795071,"New Mexico",2059179,2096829,4.57834186764872,220.618848747323,6.67674855698772,217.723320036384,3.09338708075315,2020-05-20
"682","OK",20200520,5532,43,43,5532,43,138839,5181,5224,0.82312404287902,"Oklahoma",3751351,3956971,1.08668979378419,132.020174016944,2.45498026502739,127.240183030332,29.995704861071,2020-05-20
